fLength,fSize,fConc,fConc1,fAlpha,fDist,class
51.820678482722414,2.8940242046295683,0.25195376400884156,0.15251497386534135,12.306871172326115,67.74782559050017,0
75.63053309057011,2.9605014286246716,0.23037037371289487,0.11775438070196897,67.12292519635713,109.47645136976121,0
17.016865179462485,2.2384942214683967,0.5288571317759969,0.29769955687795124,11.758348934741614,92.00318451735548,0
31.294460515702966,2.7329704490229343,0.4973654441583837,0.29013835352325446,7.378143320183239,198.50931011123245,0
179.73195678292927,3.799091509302664,0.1327739976122017,0.0835183961795227,84.3684508830218,347.4165354656255,0
12.99900776992595,2.304933756729622,0.8153256009324096,0.5602070262866348,16.591738182455988,39.71291037059438,0
20.05262003312234,2.296966971832731,0.564484725641165,0.3215479919423697,87.55732260937711,77.94702659820663,0
60.671176114347226,3.041586173987607,0.2711905518702425,0.1727322567947399,0.9013410636256058,290.37699065854065,0
29.365889811329858,2.643376446361533,0.4705193335766794,0.26705709446863146,60.63400746124993,166.64694809570028,0
32.714061477203344,2.508401191524422,0.530038181782371,0.3432894743845367,87.69850011640952,198.24403594569463,0
126.14115359600999,3.306947797247073,0.12693332173120003,0.07758210648794762,45.70173154858769,87.20461760214323,0
220.70459098672146,4.094914056310598,0.09295914296572688,0.04744147075730526,62.70066123372057,291.2126072738378,0
53.122093905504414,2.758615067977495,0.27365723763003547,0.13989258331990936,11.282333291560011,287.2261780250188,0
46.79942477244183,3.0380378759976767,0.21715935969272115,0.1404101719837037,78.9371809657792,296.9691649971458,0
57.040937538740884,3.008284986639835,0.30813023181409666,0.1672971349423237,62.60486146244366,245.91279089784132,0
112.12668582735331,2.9266430719780208,0.4139354835508127,0.23995832302701448,60.74068243876333,223.49122120208824,0
18.1695944416359,2.3110397978030233,0.6072110783109484,0.3558043852236848,83.0611833540173,209.49499239621423,0
208.9491338386037,3.5812896444510507,0.1116286842367617,0.058414672194393356,8.068502422130004,217.91217591157644,0
171.55689593673924,3.1623630241201632,0.19652835863630602,0.12185387601902968,30.901814470993415,199.68451010905028,0
23.18280629763533,2.3672252594331615,0.6950348576903985,0.4970691780385151,16.96697235914544,246.5367494864624,0
72.33146353001553,3.0499350488234507,0.280121378229956,0.16463623994779822,87.60270589787793,272.33536071490244,0
124.13767067953339,3.219876007952392,0.14223332897200539,0.09034657995011663,31.78025786768314,94.17096019472973,0
73.12099775774577,3.0202883052224374,0.1735577894830309,0.118560555966238,62.74886309804114,205.52858713880073,0
17.88404877202085,2.3701455192797525,0.49300900953782334,0.28404149971425185,80.66594754509495,104.89849835593455,0
19.989185489244047,2.3576037599050563,0.5495279888697708,0.2749381909937638,58.564312597543996,131.93289861994583,0
21.11685570746253,2.4412206589757726,0.4482925157060881,0.26703867260625885,3.9274080476337585,188.75071137738126,0
149.4093884755118,3.575670168151151,0.1863993381275262,0.08575707792016773,86.95439147631234,375.51802381612293,0
93.47648009364066,3.247358565707193,0.2219704908261772,0.13646591903953761,28.518373881819407,171.16445079597565,0
61.85161629894462,2.9551939219336245,0.25228775358366173,0.1448722761765683,26.10179019689038,255.90966514647317,0
60.239548892816856,2.898594433227875,0.53900345642049,0.3817239678866018,46.22067901501868,322.86368131813117,0
266.66808896263456,3.664761775844683,0.11003722006143153,0.051518152665136055,73.49040357467345,110.64232999771765,0
45.253281569687495,2.8061915611000496,0.21935138894036568,0.11657969829472706,42.168448641419424,140.50376490014784,0
88.79548108529691,3.1864580265804467,0.21434712005568657,0.11247324716566352,39.0524704157376,285.5258292718544,0
42.76525419567884,2.9315118079311815,0.27024030594836895,0.15727387796482703,60.796598952843574,97.16679530718275,0
63.34373672508085,2.9557146597966515,0.3093887045767496,0.16774008527820738,39.59939336159871,302.4134159265061,0
82.41423597033697,2.983615419203283,0.19125419203282853,0.1025632857166455,43.60374520952079,14.447314219078953,0
69.24167990440387,2.715303785470382,0.31188266573131207,0.17312990460086586,39.377108035830375,129.8211668943135,0
46.660959757163,3.082197307820294,0.2506313384503142,0.13900154375966342,40.68785526488161,65.82404402725378,0
22.46520757432169,2.4841279502750484,0.5302223518346336,0.29806348919051306,37.09260014631263,140.39026352128374,0
69.58774931780958,3.1963091012908436,0.1963118036314278,0.12171639934412826,24.116509111353857,137.90743653391075,0
22.02417139597489,2.455230016560324,0.5574059379086589,0.3709256891506833,78.10756358896401,160.70035543878276,0
19.89737873584044,2.1981489365283675,0.6133856079453114,0.4006410394858883,28.066294744161077,225.18754855240493,0
204.7933926508677,3.564191448429534,0.2896996834660025,0.18147683642796886,81.11859500288486,337.5285498547258,0
19.107265314901483,2.512113723981122,0.5136605024426307,0.29655751005127445,48.190071073972994,179.04272424984114,0
121.47257072793309,3.393201144632682,0.18203575492717744,0.11184521440804662,22.442165843814312,233.77723582505953,0
54.311932785829526,2.746706817881112,0.3162617924452365,0.17276816236030434,39.03719936955738,131.24331796477446,0
81.9316741376699,3.2038691677943225,0.23612016721347145,0.1345213530916902,49.49330849743321,312.2195514793339,0
38.16990414560846,2.7604967058903656,0.44963148959077875,0.24962262869907104,79.35397831038016,219.16687031665464,0
57.69760787968621,2.9036234454470304,0.35090494881969,0.20500588416019108,12.30407232405902,122.44331140305744,0
20.922415719137856,2.5031675692735367,0.5750849783216687,0.31945516742950986,47.950112489764315,227.4599141797406,0
34.94727563222143,2.4585053695785057,0.4313906603733371,0.2729615090282744,77.8607586622324,239.34744892505935,0
246.6070847956555,3.488155125125007,0.1331064616676062,0.09443917026888338,41.552048636656,189.798403935352,0
16.017307609570263,2.352557472563101,0.7274114703349293,0.39541774072991476,2.3763261879852795,137.1670205391783,0
31.04580323184493,2.7070672246379965,0.43752763990132465,0.24043589150691805,37.050675880004846,141.50192383329252,0
16.1233221920255,2.3003672742760166,0.6344771717299617,0.35479433238849944,61.10860539412484,111.94655691740377,0
76.75838971564615,3.161871532921954,0.2437391485643067,0.1324186437816048,83.03946818174182,179.2591908726178,0
32.33770084074304,2.569537390902503,0.4561500241737545,0.2564267311429942,41.227643900928165,168.47868251003345,0
22.4639566404728,2.375824187624106,0.5824741677683885,0.31429537119287854,78.29817982501228,175.78955723614433,0
205.99622760547493,3.0379549905982173,0.20539274261490723,0.15656443427497618,20.871664759159074,165.5599878926184,0
32.19054609662495,2.688363064633727,0.4711368879656117,0.25345558861233813,37.62501867048084,104.2048137449398,0
49.56155080486897,2.6170640582158757,0.3458162946161619,0.23248066903128783,71.46078841719284,144.508702846633,0
185.03642369592632,3.624424542890184,0.18410947193696026,0.10882842922750446,22.917388460876925,235.87502320363978,0
30.26075205540571,2.545112987282886,0.6506114385464274,0.4008214494885967,4.832914556586034,209.63063887358007,0
17.468763903499582,2.530992189150681,0.6051630258128144,0.30991276765725967,11.795864284537167,212.80430382740371,0
22.66162942146214,2.5909523631895777,0.5503366463039676,0.31347613070742897,66.73579794271622,70.0268623811562,0
35.05109973384742,2.5659610934255848,0.5061547934580306,0.271023817022919,65.41475226168288,118.7760519867303,0
26.2623740002076,2.3961363447938964,0.5207617311644381,0.2898286446850597,45.9925099822107,236.72467357226992,0
20.45992795154492,2.202136641657864,0.7255286750799768,0.3805663057767023,70.75437119848563,188.8842317446562,0
64.0321840977463,3.0620177412773337,0.24512026199767573,0.14514071092072872,61.20883634462766,193.61832554931328,0
99.0426871720591,3.056199732833719,0.20355431639443294,0.10314749910454446,65.06909582455141,168.33334737108976,0
173.58995764233265,3.2648556438750638,0.14710105894168382,0.07789986287210643,65.24163539652554,190.60790632040383,0
70.47546996485485,3.2186967630381083,0.28172237996978766,0.1481930429271186,16.582351592637412,77.69054334697083,0
13.964169390112144,2.3425535032498632,0.6953024257648844,0.3630626905628304,13.848965756113678,103.84626844231944,0
23.14355107041521,2.385815438174976,0.6874676424910858,0.3638375332937552,24.732511934885444,201.04223268941251,0
110.24590298451531,3.0882896578716426,0.23689502986154293,0.13434822608051006,40.704789233205624,288.5842184147034,0
12.903197178661145,2.342218146994403,0.7705611372576111,0.4706747649475512,16.28377701935191,43.98041606383881,0
73.39276425098815,2.9489122727136983,0.3139799928765206,0.1743350948324973,19.583496567037503,153.85485030898357,0
106.2400270368771,3.4046125698915466,0.15283673731925884,0.09180613179699783,4.900969671817655,239.14884031765635,0
150.28015883351077,3.2066664529678457,0.17626374272753645,0.09944915829231471,58.626570803345984,153.83920851109642,0
26.247709957535925,2.6359816741292574,0.4848739486234762,0.2610018193037198,18.795723952179927,263.2456590285891,0
103.28041732772472,3.5885133663397397,0.17493040969028745,0.08280265821344827,24.927126113715214,325.497678757763,0
24.13438817691481,2.6745201335770874,0.5232941023106943,0.3224534784548275,12.309756849546673,118.32576725374126,0
49.50875196628738,2.7493825243681176,0.2539710627546828,0.13257846854820235,76.19538888321236,243.07694263592003,0
133.82509781583371,3.2986709839634827,0.17542251992940022,0.07468599347878432,41.0757913084137,161.0550021905514,0
31.182867185344378,2.4671522584629533,0.4322444043150837,0.2950676339356511,4.529209302306292,211.94340549254395,0
207.13701529110145,2.9442810284079415,0.4035674266052849,0.23544532838900434,50.34306422694312,206.8614923325962,0
21.019781876060698,2.184372376054987,0.736727564717256,0.4611323683991049,84.7279261457445,221.46818550877836,0
17.18682478945537,2.596897225212309,0.6154843425283547,0.3072014208585256,51.04445440676133,51.296228351084935,0
81.98203615503971,3.173886564528643,0.24123645983089906,0.13186541999166035,34.44035439510158,248.88605106203232,0
87.36654842436032,3.1789447487765194,0.2640258094992183,0.15519973718121952,31.04070726618752,316.09003116891745,0
52.78272482110597,2.916867614916498,0.3222890378406579,0.1722930226429321,22.574813216357683,56.17205824171997,0
21.988416097202826,2.5481335025592453,0.4621244440543616,0.2698478257708985,24.03505548703136,92.57940642189722,0
117.50893113638877,3.4289838822504035,0.17611034905984818,0.0956160545257028,13.498597772314968,184.1595729641755,0
55.98505309288929,2.9410383052220634,0.28462263752660544,0.1469404236944841,75.38014455831555,257.43206797018405,0
144.58380684716923,3.2786836615916615,0.3075573118719271,0.1511007855880348,0.9170391448267061,212.8388774046865,0
166.2306391625438,4.019960940606239,0.12516930802452222,0.04341667119545192,51.514650179663164,234.57092494547373,0
83.96035717488827,3.0987913197382895,0.2762411176066086,0.15433710588611668,33.54484155392696,294.558736196794,0
31.38112720423929,2.7457034526650523,0.37250866357617873,0.19340803957768787,30.586934109569395,187.22439720410455,0
106.78871726479531,3.726918853378486,0.15042512657624965,0.0750424191158057,4.501913727568818,315.22298595787544,0
39.68954827644099,2.7175878547481216,0.41012838413084607,0.2599762972235876,84.89515856214021,175.48226182653627,0
14.322509008991549,2.4936980280042946,0.6789898252512182,0.363609412876139,87.7560602476117,245.5378090550794,0
79.39570826662681,2.6900312455486906,0.4026447658973759,0.23565366026852805,25.913782314883715,306.3982005712468,0
12.945905157297306,2.333914332973395,0.7446479439637956,0.4007505453938908,23.57521262355311,171.20301279489678,0
30.217320944565795,2.6281280294308575,0.5298044664121027,0.30054289168662013,43.00360904124232,140.30890649344153,0
174.11989321438506,3.086856812851711,0.2852269429366616,0.19225685395974382,43.238532826748276,194.78533352011814,0
87.644847702442,3.2621475311013457,0.28007384806707103,0.15780141824882463,21.00989516190175,343.0092778798966,0
28.442336724723337,2.5220889502855526,0.5054430199436902,0.28801064186934,61.475432590083976,232.69667163911078,0
199.64580882955028,3.647979662736553,0.07383047429830301,0.03826289584826046,80.24048844850252,139.99885403999636,0
30.068568801106167,2.5282551033196574,0.4996110614720544,0.3101423629745726,37.28020830715269,135.23543675607473,0
63.382488457493416,2.7590357876029348,0.42582631852535185,0.26328421264292423,80.37801150404717,126.95515580751754,0
23.54290035908746,2.5214579247631357,0.5900575580866969,0.3636340083552096,72.883958370341,110.33967958547767,0
110.05463440424101,3.5033128470138686,0.2338275053476671,0.12097170121498935,18.3560149515289,285.19019540367066,0
44.12182562097966,2.9184555719824643,0.2609974598948398,0.1341049873545306,30.15063547228688,140.87125540582318,0
92.70058150001081,3.4761807105507727,0.11719660035159565,0.08209011939285152,7.371250752642085,281.7450483969864,0
13.819439203210178,2.5379761331600212,0.6473567604435769,0.39118039683229866,12.628618186814359,142.04416128545353,0
112.23419682402327,2.9248423777124932,0.23764203479018148,0.12880053891048945,59.355135421158174,143.63135445383097,0
45.804634472755076,2.8998405824301257,0.39473432653188156,0.2160600929573851,24.23598544951488,163.99559052378322,0
42.15171622357436,2.912708869487272,0.3636217345162666,0.19273055772499442,17.925597441999813,163.93130105261474,0
20.982312149659037,2.489466228841136,0.6520774356064241,0.4073217647506598,45.66763324556073,177.8657677904112,0
103.77829220211586,3.9097244809556555,0.1262446744830654,0.07960858526682976,25.53987804957899,338.15742319236915,0
66.29604247319114,2.8204490812711676,0.27590820473278116,0.1271090129563415,30.392336768947658,154.11243379633044,0
18.647152111838707,2.2838645230666716,0.6565700659047757,0.4497403543326105,55.60083920977849,217.5803344548251,0
183.2803239003462,3.851314637236912,0.15269299490389807,0.06509828245423235,4.481398546681891,274.88057135406945,0
104.23657493039491,3.031038743475757,0.32266285702933434,0.1619933127964124,42.43271127612071,105.42499122921937,0
33.88636246846899,2.645374695060544,0.34620194580985425,0.19418456785757066,65.60226634833955,71.39286362864165,0
37.7361,2.7889,0.4309,0.2171,1.7976,218.111,0
17.102571429635145,2.2508673659398033,0.6135306290836655,0.3881364347333314,63.358188216122784,64.40899253999575,0
36.26858613152772,2.437799060073615,0.399458958835252,0.225543302208773,80.5110400105487,143.55550928146178,0
97.41802488328773,2.554212991743886,0.42103413260355244,0.2228813158245781,46.7860545075545,164.72965020959924,0
40.931419818215076,2.972787475381574,0.24049624017646137,0.12487679757111694,66.15775272118452,241.81779809528928,0
207.7599802827779,3.297437725209476,0.14278737439475975,0.07239975354974207,81.96751194085407,179.34504530948655,0
197.92476948639668,4.034071827732034,0.09008102182772142,0.045603475155774974,87.52734897395965,373.02219472609505,0
142.11414120311568,3.2961327785197425,0.17570928213690454,0.09997589092936424,50.20746780078693,86.41371933110463,0
194.12299059640736,2.9507889143454653,0.5705686648466766,0.3300618485902216,28.821883525019263,340.40076110817824,0
30.21392473347927,2.395864737345147,0.4587981302942723,0.24027042452646463,48.462607840391634,153.12750400116542,0
20.019760355753604,2.4422470233264866,0.5166888140677692,0.2992207456347795,49.57070197307315,51.73996898659569,0
209.63645883086554,3.1898907789210598,0.339879048540744,0.19222649237124187,43.35238923447713,338.7278117606134,0
140.56544071820915,3.8022205163997382,0.07181293663701686,0.047489995548007875,85.2345294613403,294.6532543493313,0
21.388097213686084,2.4579087148235104,0.5593750122093902,0.327288698653332,78.22064062750455,161.7438316899904,0
60.77637286250263,2.919322936203864,0.3182267247704966,0.16918686703004365,2.7597560808365698,241.98838592209498,0
102.94334583724174,3.1610702229005563,0.3055901599184696,0.1842387760996504,13.96685613577851,393.16371417377064,0
153.47660806091355,3.7086666730676567,0.1950935530405757,0.1029012936753347,35.462610329546415,353.4567148322537,0
131.7517064463144,3.3262475063100854,0.3117673946482592,0.15858896385852417,49.01575083412017,343.53492972686263,0
15.602831488611148,2.18820992313199,0.603259189802324,0.3313077465631494,42.55952758456771,113.89998723998312,0
55.77865872762898,2.9661347337526163,0.322440791404615,0.17322451550010298,78.65551721678172,110.81721273813491,0
28.449454099771884,2.3737685016845003,0.44302652622064664,0.2274833510986216,40.212327997370274,172.68477526269933,0
42.04655724317843,2.6259492251191294,0.5434856714068933,0.33354609537601415,6.721510767746508,142.4228365161187,0
18.316593953276335,2.2330429765745907,0.5867520603395437,0.3171231803209386,88.21907257633322,162.6007290073991,0
22.21583000755081,2.1790375498649106,0.5572168224107662,0.27569170294607437,42.037940499388384,221.33901859682456,0
116.31435433726759,3.9007365174988946,0.138291910133545,0.07127193850435418,59.276680311032436,231.5167728040937,0
98.14220476335795,3.5816722747969783,0.1631449716948043,0.09410809830558331,22.279023867444398,302.2890679128885,0
205.7059863241905,3.4579818956242008,0.3367660140364014,0.2131115832047944,82.96384340846205,336.7923794404691,0
41.916940561087465,2.728533462648314,0.2406981524846979,0.13218594362591277,68.25964922072667,198.18645878879977,0
31.83065121653853,2.74837858068173,0.2897383087114603,0.15982569150323686,74.4751850094306,85.89107660533973,0
58.33584086132146,2.9311290333801923,0.3111386061513531,0.1608567592818086,51.92358162522976,83.90988451897282,0
109.0481033838202,3.2172022705323213,0.3127201584166261,0.1753939460683962,1.2357769679868136,347.3794102640946,0
50.84836074116546,2.7540044421387693,0.3744535812431687,0.2371971060350469,78.40464054478745,178.8795557077997,0
31.404284665786065,2.4170509578154737,0.42571605075473806,0.23851334795216936,51.321835920833735,187.313214607583,0
45.997916046984464,2.8636590070823034,0.2495356995069657,0.1479458725234662,45.685195337334264,31.06541706610406,0
21.555406326112188,2.567903468756198,0.6280636345685341,0.3703998519499909,16.183755657976317,118.21561072648235,0
97.69697459498727,3.6912333183592185,0.16993414494436,0.08910573318900723,52.83656562308417,392.36581357988086,0
14.164495529517657,2.4867359499523514,0.7227788834628734,0.461134816944544,33.81736312480263,76.9330250663155,0
34.00893038977236,2.5448954624960916,0.5055235892025481,0.25524733494367574,64.12130223054483,61.06898568703461,0
13.0287,2.2,0.7571,0.4511,64.87,182.98,0
38.916181214985905,2.7479017421468206,0.3890283216581865,0.2608063732979685,5.881889809929487,169.21800114589715,0
97.38715490831294,3.0276280532891824,0.21381086287005932,0.0937404790438525,40.75863540509053,247.67141517787616,0
48.91431780267533,2.9433525202091504,0.30884151841658314,0.17173102178937072,55.964869172188685,240.764334995582,0
134.2847672990621,3.2342651385888024,0.19781133916981652,0.10805061734113958,30.012725254684433,102.35285134304128,0
16.716343288331252,2.332343967390179,0.4679874468035437,0.27187354476781367,22.64896312583452,137.46986762509556,0
44.2702737576037,2.855299449579911,0.314440349565039,0.20438795264809953,87.34909679825785,182.23918521863104,0
54.347315735804784,2.8105504976809432,0.3176392673740663,0.19051587823496582,73.87116356921294,166.0137846387469,0
13.495152282562703,2.2867227813806204,0.7333587429469403,0.44913720252521516,33.424578373167044,73.46702193548796,0
140.29538870883312,2.881647964444241,0.24801931187654178,0.13210723845585645,52.30336368570757,186.67503448053893,0
153.15280565969906,3.3864804923437104,0.1951298385082525,0.11454321122573764,32.683257348313546,252.59295867222315,0
22.431601282534082,2.5237969150541923,0.5783966112961205,0.2935790000812236,78.33419691951534,66.8528606819281,0
10.886022107380466,2.442399270376703,0.881229575103586,0.522152748925421,20.1525123024189,145.00815062436433,0
28.11699102286367,2.796198517609983,0.3702815715487231,0.2030348673324235,32.678475399990454,164.30386524124822,0
59.16653717415838,2.9469978700771056,0.3380734434231724,0.17797334464829848,7.679196499037681,173.99848181495244,0
161.67837342241995,3.0613373759542153,0.20753517790940362,0.11507835728959373,1.735517451971639,285.0457762481316,0
23.34133152084964,2.257362033808145,0.6469899337819415,0.3523637177182467,17.75095290466674,213.41011404327318,0
113.97669943874966,3.421394039377791,0.15146723130004658,0.07092776819249738,82.08278014619509,230.44072812545747,0
24.54980133968413,2.585130393599311,0.394460866211099,0.21508870082862125,18.78969090549943,254.61325007989447,0
24.471452566909164,2.5509071189091124,0.40452366879308027,0.21691864908647618,88.01153879290545,193.49286188269002,0
22.083756402727218,2.648449668523857,0.422242774295024,0.23702515081867662,58.24522704149394,157.04351572895794,0
299.1421045287682,3.381728400836103,0.14179768435964746,0.07108185108575285,66.20444876396768,144.27443550093037,0
52.06167850660481,2.9825677246272244,0.35304763236159314,0.19174510220962082,87.69080629850055,166.20439373544576,0
169.79337597688493,2.587481887628736,0.30999212589014113,0.161648523400747,84.14888392412792,110.24339071898633,0
68.33580395027647,2.8584653348762536,0.23304396769080304,0.17950808257678358,13.33440056399216,134.90545392608433,0
21.587986559069606,2.607810591886952,0.5913462847407753,0.27989003017705527,63.01950330740754,142.32764644671659,0
105.46402759113616,3.002671457577622,0.2681018441399361,0.14252460200051392,21.30776220657487,288.15719366474065,0
17.03183041042233,2.587832077986092,0.5109723952683364,0.2695812065229607,52.13063151959905,232.26125696007898,0
179.7621652620581,3.2239845844218884,0.1741915885143187,0.10462270943274703,51.13485310780365,168.7505240651824,0
219.44233661851055,3.3261892154902952,0.1593534604190176,0.1129981167655205,55.4429968511832,252.51442449093358,0
22.926599960934308,2.481456187614891,0.6152729172553003,0.374966110547328,71.81778023508164,163.2523438800679,0
224.26376462944438,4.113344838172493,0.0902500113593379,0.046850396587038844,39.727171623351936,242.77983630425817,0
177.11121239454692,3.2574689365398086,0.211325470571264,0.13074844941786684,17.392566434071586,306.90933721485305,0
69.12712951750893,3.4418279721552554,0.2434015356737725,0.12867841507777408,20.527621315977633,375.4667938010621,0
55.576757242993736,2.8341378823408756,0.42577188584237274,0.21398541912931313,81.8165488803733,93.92569959281825,0
28.72201884249888,2.624793986752039,0.3475652530534258,0.18094639761449835,56.18960678105536,174.52285443621554,0
97.90197398141714,3.366487266055261,0.1757665173787922,0.12047050607256787,27.273796522761565,167.3997550488154,0
215.2847665541368,3.6079056410691877,0.1132521154009453,0.06777502078871646,22.0034073620807,162.60404105228235,0
128.19703798000126,3.8955477332327177,0.13208728056834,0.06909264418410023,16.386318062427755,357.4622594108839,0
27.20873950813672,2.27852833618465,0.567856485415052,0.3024148000389783,65.16275155865117,162.40256249105403,0
24.4126,2.6274,0.4528,0.27,53.7096,180.677,0
180.10887889140628,3.4497405587392835,0.16599028193851317,0.10150390468519735,68.86239847706464,260.1032945375741,0
30.559249032610705,2.6798942057824995,0.37461826374101637,0.19679133515160663,73.66401868738673,131.45463317013142,0
63.73634495795896,3.0133552296290627,0.2713930523725028,0.18095666211345093,10.509160657031577,182.88376966187016,0
94.88370837832724,3.0797222600680954,0.2700100445393593,0.15141147969291155,50.668240866893655,283.0381215578464,0
32.33855345377196,2.7740582520742167,0.36327186347708085,0.17974764450200612,7.769018323656542,233.5823707092218,0
88.69482059389838,3.3263831203160867,0.2505024065911346,0.13699561352307718,40.289971472469546,260.5837236076726,0
54.11213854164222,2.9448572232992603,0.3166510628132153,0.16517807244424734,48.71645514150679,239.4819862701099,0
66.4644975642199,3.0286658648832034,0.2857108321110383,0.16301344431795936,14.216509205981065,169.31304036953503,0
19.951804386968043,2.4762784984467214,0.5821157844843218,0.37070780869232545,87.76396985593016,136.51062624186852,0
36.03398698790053,2.701953254166343,0.3832789640356038,0.22285362512291504,16.071764539658485,256.7756529970756,0
13.783590320251166,2.187586229231354,0.7189041043740038,0.39360312267053665,51.30969398874458,225.2231947452652,0
31.640596573905277,2.4862544626680396,0.425619218718869,0.28135216373641536,4.887610801974384,211.57360909601604,0
19.424663430318645,2.4492867514120293,0.5457278254578398,0.317939034805739,72.9794036956013,168.67270518180916,0
19.06167672583421,2.336750751148137,0.6365418330402742,0.3536696139835383,71.50309281143535,44.40014050078949,0
93.1809796004457,3.278569558615102,0.23066599508778518,0.1297105345740927,47.79525982970013,336.36693486298867,0
38.92192674611345,2.6248414335836205,0.6148112811384444,0.3303285635332187,12.789442616987152,332.978998143442,0
19.38567975051011,2.4896489885445434,0.5174778712584602,0.32389181937709716,73.10396914110166,145.8754765087327,0
19.84988128573994,2.385150208586713,0.5582509866861294,0.31761827364525846,55.08766840489916,168.96286185198392,0
29.11159412003859,2.6547366705231688,0.5820096759625044,0.3441820327690188,38.05232401936721,93.38427362591267,0
24.70324844910622,2.595348753038218,0.48222346262165416,0.2592859052086026,81.16834449900713,204.950904253455,0
25.12181068761968,2.5986899559399617,0.561241405873642,0.33586883044035765,16.89686914822408,140.72948204273143,0
42.87131513594963,2.7605644853849043,0.3486812335657441,0.20428554377871777,62.490426544225684,199.94081627929438,0
21.029260428068522,2.4573204428561928,0.5811331900794585,0.2940532719791275,5.228801272353851,123.85898825414294,0
125.15746141795778,3.259209586380374,0.25999367022711484,0.14048992942291547,14.012041615179903,293.2892923277314,0
26.102717857823485,2.552214207143292,0.4958545591329994,0.35456343457566397,42.99260122338382,217.78937239821357,0
49.56138103603443,2.7390929507195176,0.22410163735732871,0.12248068338058551,69.07253681485784,146.43223017898882,0
25.186829271334105,2.511675871978894,0.652631275764122,0.38740268011106904,58.294857287794265,144.09924489530516,0
15.478951345654114,2.5304011680730514,0.5740849939312903,0.3340020545312218,15.819239465669176,229.7853974026125,0
141.72595343204856,3.4301523084352006,0.1995115396009421,0.116672035415451,16.929299025124678,263.9162249195237,0
21.747851263282936,2.724468337518923,0.3983111566935148,0.21533077827313413,9.697792855780806,79.4579186160576,0
15.461424705393847,2.464393787815788,0.6088142813170514,0.36675471426805695,84.0015805213599,181.79311122735098,0
28.2274663032903,2.6581578013708693,0.505926060523456,0.27210911606877636,34.12547072604083,218.7988791376319,0
159.76387883150517,3.7126643515653215,0.06663219475187293,0.03125931583943245,64.14504251659726,179.07884485110736,0
22.087249140406772,2.3879647239797857,0.7711815885297819,0.4425809492986055,27.915798193068092,174.5233329952895,0
73.87781051729806,2.9162701545970204,0.40431940243551445,0.2613238805146838,0.5482060175678565,287.5465762495294,0
29.97679877875606,2.7455072860739578,0.5098418409952206,0.31134182476461125,35.20539157254518,112.92010075158824,0
26.544748946094806,2.6496671968254177,0.5696962211446874,0.29542367048485196,43.10674277138678,242.45054183825704,0
84.66133522554082,3.035567137610537,0.24929976818685856,0.14322220308012718,24.206545905326006,285.0845311928112,0
86.33549924557894,3.0873797854487663,0.2543008296806188,0.12928808225495395,55.18439880159546,204.64237460421734,0
33.102626927209585,2.286202729483131,0.5959086010806304,0.30377728190946984,80.44979464106956,117.85187771123537,0
55.7305517382431,2.9393050660573645,0.27475096157667306,0.1510051839797157,69.10888696924626,226.25091063669817,0
29.23438639695818,2.6923254612384673,0.3930109064204588,0.20985366082859425,15.395665670935777,228.09204583305527,0
15.319993204020765,2.4996528988247118,0.6230906669298022,0.39737824123832644,29.075488716757544,229.8643043890571,0
15.108427845603801,2.4863750164176808,0.6225083924803811,0.3942300293941581,13.715277734759097,227.89189567025943,0
46.1520377457847,2.7006680527458395,0.48296893888115,0.2707363372065479,45.111558191377505,195.14337934324126,0
54.41959944050792,2.844361810954873,0.4283537120460597,0.23505485154421402,48.88883000391997,153.60033636353037,0
254.55459532940554,3.1905278270095705,0.3107524376455736,0.22511590187631525,37.463482750870774,257.9084822599426,0
60.51985803297735,2.9071087443592596,0.2743968071378218,0.14090539537393354,5.231717010926163,122.92637565247622,0
12.530935847337743,2.0850279265805645,0.6890134272762892,0.35335503743937485,1.8125883720427967,243.18470195360413,0
21.321962362532197,2.4419183584680386,0.4961293710609554,0.25983185160097794,68.36702173161096,230.63433873721024,0
92.51135990668152,3.124915975111842,0.18023458681715981,0.09872260548327828,60.94738793700094,206.31524451100526,0
115.77803824391304,3.3141378958989307,0.15460446764846117,0.0727833001123358,48.507824502629774,105.88301525396791,0
46.35386097316323,2.7153228698282246,0.31912344655150854,0.18843709138045459,86.41970211397334,233.60396129831878,0
23.06478133342593,2.259223742675522,0.5792687123877338,0.3206496682767417,28.644256737545554,161.10082822504012,0
18.809,2.5496,0.6037,0.4245,75.574,222.591,0
17.74682769034593,2.3172196442930497,0.6775483410990353,0.3629419931997636,49.29789138824312,133.45365201344092,0
101.26684716920344,3.190160075648928,0.1216626474755364,0.05436614511743134,87.72666049018683,114.34949367205832,0
33.55848118159068,2.678630167771029,0.3903054244606273,0.20944626759667404,31.23925363974396,186.97940324301317,0
23.264845144800617,2.500152571728964,0.5233877638473794,0.2950421076261139,83.63531826560546,42.31923000825993,0
126.38269285864592,4.046088786840551,0.12326900386472914,0.074136294194501,49.32071649423213,373.93653912054486,0
209.1240406682043,4.267320812758366,0.06318627719135135,0.024178832950876847,66.56958839972468,298.5124228067917,0
84.53155709136593,3.0710300381799582,0.18357906282962638,0.10472766542141802,63.85025973452973,179.54124857142514,0
31.99892590505652,2.618382294658961,0.4354101638530423,0.2936431704020069,53.73430638443033,141.3441127238016,0
78.58731463967912,3.072746110104102,0.1601549909428752,0.0904578876900634,85.07500429549843,157.80716189021157,0
